Room_ID,Description,Number_of_Vertices,Shape_Type,Co-ordinates,Room_Length,Room_Width,Room_Height,Door_Width,Door_Height,Door_X_Position,Door_Y_Position,Door_Swing_Clearance,Toilet_Width,Toilet_Depth,Toilet_Height,Toilet_X_Position,Toilet_Y_Position,Toilet_X_End,Toilet_Y_End,Toilet_Rotation,Toilet_Front_Clearance,Toilet_Side_Clearance,Has_Toilet,Sink_Width,Sink_Depth,Sink_Height,Sink_X_Position,Sink_Y_Position,Sink_X_End,Sink_Y_End,Sink_Rotation,Sink_Front_Clearance,Sink_Side_Clearance,Has_Sink,Bathtub_Width,Bathtub_Depth,Bathtub_Height,Bathtub_X_Position,Bathtub_Y_Position,Bathtub_X_End,Bathtub_Y_End,Bathtub_Rotation,Bathtub_Entry_Clearance,Has_Bathtub,Bathtub_Front_Clearance,Bathtub_Side_Clearance
B-008,Bathroom - Three-Quarter Bath (2-Wall),4,Rectangle,"""0,0 ;
0,72 ;
100,72 ;
100,0 ;
0,0""",74.94356669779368,95.35656162907495,93.57653494703878,30,84,100,3,30,19,28,15,-5.602309942173687,27.92118910060521,28,28,270,20.295371927669255,10,1,36,21,33,8.51097264685093,20.356034974789782,100,72,90,27.157675582924288,10,1,36,60,15,2.07390602334047,9.900975410034096,60,72,0,24,1,23.72255407360667,22.385750272438898
B-010,Bathroom - Three-Quarter Bath (Wall Facing),6,L-Shaped,"""0,0 ;
96,0 ;
96,66 ;
36,66 ;
36,60 ;
0,60 ;
0,0""",68.06176947962459,100.11315903402883,98.68314972089985,30,84,39,0,30,19,28,15,-12.285049856544806,9.567711404918334,96,57,270,20.205791121623697,10,1,30,21,33,3.557949697049802,43.72543320344193,96,30,180,25.264329539622572,10,1,36,60,15,9.59940863199606,-61.7227461822777,36,60,90,0,0,24.48934632825165,23.28487088582007
B-045,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,102 ;
60,102 ;
60,0 ;
0,0""",95.44769995285705,64.64174395727842,104.6110632722702,30,84,27,102,30,19,28,15,24.20509412594374,6.329676447520853,28,63,0,22.095439312371155,10,1,30,21,33,9.524222344418643,5.0947044501184156,21,102,180,25.747142572312104,10,1,36,60,15,12.833517295165159,-93.72465220152944,60,36,180,24,0,21.97903661222812,24.853865969280903
B-001,Bathroom - Half Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
66,60 ;
66,0 ;
0,0""",60.17414435778724,63.170098017009956,101.33887056556615,30,84,30,0,30,19,28,15,9.547496853501109,-8.748192915365287,27,60,90,20.140131006175004,10,1,30,21,33,3.603217800787693,-5.356761502220863,66,60,270,28.241820340258958,10,1,0,0,0,-99.56021965741117,5.116909526373133,0,0,270,0,0,23.350200033207567,21.34644427396781
B-049,Bathroom - Three-Quarter Bath (2-Wall),4,Rectangle,"""0,0 ;
0,72 ;
100,72 ;
100,0 ;
0,0""",66.86505636150869,105.34560303330274,101.89093266111072,30,84,0,39,30,19,28,15,9.610069066628041,24.388041931115023,100,64,180,24.65740049820803,10,1,36,21,33,5.870788708945786,5.884052036053295,36,21,90,27.679491822691684,10,1,36,60,15,4.315535609862178,7.498108928188417,100,36,0,24,1,20.172940121719,22.51436215759002
B-006,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
102,60 ;
102,0 ;
0,0""",63.876131366816374,105.66293357610854,101.49391984721973,30,84,3,0,30,19,28,15,7.620349734396224,5.7883748665414725,59,60,0,23.748496852588886,10,1,30,21,33,1.6277368774694985,7.048891294984952,30,60,0,26.823243062516887,10,1,36,60,15,5.729738310587055,-41.78979403368025,102,60,90,24,1,22.261846479635388,24.02045913616232
B-055,Bathroom - Three-Quarter Bath (2-Wall) - Center,6,L-Shaped,"""0,0 ;
0,72 ;
87,72 ;
87,36 ;
66,36 ;
66,0 ;
0,0""",69.62552442689353,91.62828000935052,97.15940065142723,30,84,33,72,30,19,28,15,11.479207195513897,6.5621341487304505,28,64,0,22.40485545745292,10,1,36,21,33,3.418246033986616,5.285548374723303,87,72,0,28.786767922408224,10,1,36,66,15,-90.08240980842784,7.839482921402805,66,36,270,24,0,23.17593670525,24.932648698756168
B-012,Bathroom - Half Bath (1-Wall),4,Rectangle,"""0,0 ;
0,66 ;
60,6 ;
60,0 ;
0,0""",63.321264056259956,59.10362099170095,105.44283801557171,30,84,60,3,30,19,28,15,-13.673724243195256,5.458368700697689,28,58,270,23.106370202556928,10,1,30,21,33,0.06693396778392824,1.0290043435345542,21,30,180,29.860309565508423,10,1,0,0,0,-95.7644989043236,-10.24082956163452,0,0,270,0,0,21.155650612140118,24.047802368104648
B-050,Bathroom - Three-Quarter Bath (2-Wall),4,Rectangle,"""0,0 ;
0,100 ;
72,100 ;
72,0 ;
0,0""",91.39944837887664,64.96481679233244,89.75017354172255,30,84,3,0,30,19,28,15,12.668828982878654,7.662336042754919,28,100,270,22.938693634197197,10,1,36,21,33,9.247785428564416,6.522534381292619,72,36,90,29.307158592497146,10,1,36,60,15,6.776948296967825,8.630934951791309,72,100,0,24,1,22.800349759116656,22.113126681550533
B-029,Bathroom - Half Bath (2-Wall) - Facing,4,Rectangle,"""0,0 ;
0,87 ;
36,87 ;
36,0 ;
0,0""",94.21816020391273,35.74284980946011,87.08121695092427,30,84,36,33,30,19,28,15,7.081329667684623,-37.45005696107503,28,28,90,21.853292219816378,10,1,36,21,33,34.08482525752149,-4.037294951526638,36,87,270,27.03012978669034,10,1,0,0,0,9.577210634944809,9.603328846934742,0,0,0,0,1,20.025220725132062,20.336587596232825
B-039,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,102 ;
60,102 ;
60,0 ;
0,0""",104.64924556131692,54.53869948264969,103.02245001816216,30,84,0,3,30,19,28,15,49.60113578149971,5.025944717537513,60,58,0,21.12129116241215,10,1,30,21,33,45.707630468931086,-16.59178201212968,60,30,270,29.957811467801996,10,1,36,60,15,8.477256155562252,-60.262404239548836,60,102,90,24,1,22.952175059144217,22.93890062780342
B-016,Bathroom - Half Bath (1-Wall),4,Rectangle,"""0,0 ;
0,66 ;
60,6 ;
60,0 ;
0,0""",71.11406995658265,60.54363186045653,100.32213866261093,30,84,60,33,30,19,28,15,-5.38262245086572,5.823295859735099,28,28,270,21.288962655142143,10,1,30,21,33,-10.475518423916943,4.273730307770867,21,66,180,26.214995401587352,10,1,0,0,0,-6.248054566235552,-100.36830811098521,0,0,180,0,1,22.66034937537166,22.71926093347267
B-025,Bathroom - Half Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
66,60 ;
66,0 ;
0,0""",56.620155499370405,66.98305378472027,100.97607551639474,30,84,3,60,30,19,28,15,9.762350954561274,-1.6637003137336297,57,28,90,22.788844481647928,10,1,30,21,33,8.93178135802769,8.876848672596207,30,21,90,25.56867791708308,10,1,0,0,0,-13.233209241917947,9.658825990427935,0,0,0,0,0,24.537205663741833,20.485663829074937
B-038,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,102 ;
60,102 ;
60,0 ;
0,0""",111.1596949663323,55.48150258605237,92.6280023645103,30,84,0,69,30,19,28,15,31.198891059730553,9.186346040313854,60,64,0,21.904993474510718,10,1,30,21,33,54.360497283367295,-8.802684916673256,60,102,270,28.407697260022278,10,1,36,60,15,17.709249572441585,6.486679138006965,60,36,0,24,1,21.36649795787425,21.05026323853645
B-019,Bathroom - Half Bath (2-Wall),4,Rectangle,"""0,0 ;
0,57 ;
66,57 ;
66,0 ;
0,0""",60.986907190106,72.29880754831551,97.01955701604977,30,84,3,57,30,19,28,15,7.031786844798713,-6.378740986298134,66,49,180,20.28771741508976,10,1,36,21,33,-10.715784281127025,7.339242349776743,36,21,0,27.77780714991548,10,1,0,0,0,-98.40904762453476,-3.530614366962938,0,0,270,0,1,23.871769589907494,22.28337328452037
B-051,Bathroom - Three-Quarter Bath (2-Wall),4,Rectangle,"""0,0 ;
0,100 ;
72,100 ;
72,0 ;
0,0""",98.7533114469482,73.68390463997778,91.47330517338355,30,84,39,0,30,19,28,15,7.682773101575245,1.129305171538606,64,100,90,20.28759742638263,10,1,36,21,33,42.1751985925317,5.577469233311611,21,36,270,26.49284930545652,10,1,36,60,15,7.659022263410188,-62.195694454581265,36,100,90,24,1,24.62714234930405,22.664013031776477
B-011,Bathroom - Half Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
66,60 ;
66,0 ;
0,0""",58.83435898245175,72.14593265633998,100.96932939543649,30,84,3,0,30,19,28,15,8.745102970951386,-4.6002490007444,57,60,90,23.303863374323296,10,1,30,21,33,-24.98912714232788,9.949914903518035,30,60,0,25.42615067124892,10,1,0,0,0,1.119938875163161,-89.36723368287566,0,0,180,0,1,20.846890353298,21.20036774976179
B-019,Bathroom - Half Bath (2-Wall),4,Rectangle,"""0,0 ;
0,57 ;
66,57 ;
66,0 ;
0,0""",60.88718559098643,62.7544701952593,103.1875003829775,30,84,3,57,30,19,28,15,-16.807490518118176,7.724482028151838,66,49,270,20.981748951321052,10,1,36,21,33,-4.1682182059848865,6.41715657249354,36,21,0,26.941354794074776,10,1,0,0,0,8.764668662994202,-52.439562995935674,0,0,90,0,1,21.659957933773562,22.810803087244008
B-059,Bathroom - Three-Quarter Bath (Wall Facing),6,L-Shaped,"""0,0 ;
60,0 ;
60,6 ;
96,6 ;
96,66 ;
0,66 ;
0,0""",66.27802523675868,90.86812117042062,94.94709253740521,30,84,27,66,30,19,28,15,8.966878610532287,9.21848022271206,28,28,0,24.40079837032066,10,1,30,21,33,-8.765541086996068,31.92412456985383,21,66,180,27.206588856569038,10,1,36,60,15,-92.90144478577228,6.790389490411942,96,66,270,0,1,21.641702012875086,24.53273046834994
B-036,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,102 ;
60,102 ;
60,0 ;
0,0""",95.24540221966072,55.36428619951027,101.95525683133206,30,84,60,3,30,19,28,15,37.686856881497214,5.801716416749906,28,58,0,20.187697661538493,10,1,30,21,33,9.720825108736236,5.257080097783885,21,30,90,27.9399509825604,10,1,36,60,15,12.595622081158249,5.466989848022451,60,102,0,24,0,24.19173540135464,23.789277366257707
B-008,Bathroom - Three-Quarter Bath (2-Wall),4,Rectangle,"""0,0 ;
0,72 ;
100,72 ;
100,0 ;
0,0""",66.24647989163986,95.20391817637474,91.49420367698727,30,84,100,3,30,19,28,15,-10.837487086036417,9.966342595575584,28,28,270,24.17484116522202,10,1,36,21,33,1.5009708094112613,35.46848995524197,100,72,180,29.52451983183326,10,1,36,60,15,-93.13117488048246,9.617857472409508,60,72,270,24,1,21.077410336926082,22.19111946838658
B-047,Bathroom - Three-Quarter Bath (2-Wall),4,Rectangle,"""0,0 ;
0,72 ;
100,72 ;
100,0 ;
0,0""",69.50418994556931,94.34570511038017,103.5437971777531,30,84,0,3,30,19,28,15,-7.366844424412447,15.547511375439495,100,28,270,22.801975186233797,10,1,36,21,33,-7.649237645454736,8.512252816674696,36,72,0,26.452729536982684,10,1,36,60,15,5.253523323988551,-65.09165374142417,100,72,180,24,0,24.925580970560077,24.09022023097171
B-006,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
102,60 ;
102,0 ;
0,0""",62.88856278840006,97.5789726300909,87.33118842532377,30,84,3,0,30,19,28,15,8.286309647594564,18.034259353324252,59,60,180,20.953262355485485,10,1,30,21,33,5.466320638414945,6.77342889531985,30,60,270,26.147277972380955,10,1,36,60,15,5.670966934791429,-52.811055116030225,102,60,90,24,1,20.183880138172007,21.61911635703811
B-041,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
102,60 ;
102,0 ;
0,0""",56.66083295819237,94.50389844319223,97.44164653871816,30,84,0,27,30,19,28,15,-19.580412209538867,31.676856615818572,58,28,270,21.030976456427567,10,1,30,21,33,-14.684364694244277,9.970602739072099,30,21,0,25.311336105731613,10,1,36,60,15,-105.07683295297812,9.10828792636117,102,60,270,24,0,20.750450662493233,24.386036318843388
B-005,Bathroom - Half Bath (2-Wall) - Facing,4,Rectangle,"""0,0 ;
0,36 ;
87,36 ;
87,0 ;
0,0""",36.26337670173703,83.25049914521517,90.11597364340558,30,84,33,0,30,19,28,15,-0.24404815998543583,8.871583276186223,28,28,0,20.227031025459578,10,1,36,21,33,-1.5725515002040709,9.960124958145183,87,36,0,28.75757196391738,10,1,0,0,0,-0.6057921697450315,6.3389358517738525,0,0,0,0,1,23.748202966016343,23.8515157798916
B-029,Bathroom - Half Bath (2-Wall) - Facing,4,Rectangle,"""0,0 ;
0,87 ;
36,87 ;
36,0 ;
0,0""",84.55518693376584,35.357044713988486,100.42204110635603,30,84,36,33,30,19,28,15,22.547969424410198,5.5896461921866045,28,28,0,24.893302663215273,10,1,36,21,33,6.780141404399055,8.802990789906504,36,87,0,27.328260770800146,10,1,0,0,0,7.984435546667061,-110.27898507290006,0,0,90,0,1,22.8051397665834,22.485155907657635
B-012,Bathroom - Half Bath (1-Wall),4,Rectangle,"""0,0 ;
0,66 ;
60,6 ;
60,0 ;
0,0""",66.3695719168552,56.53876175162946,87.62965143492787,30,84,60,3,30,19,28,15,9.53263270516224,-22.989653756280415,28,58,180,20.22686392471985,10,1,30,21,33,-2.1245127881949983,5.891804210696819,21,30,0,29.063731439906892,10,1,0,0,0,-91.78984609151163,-13.812653593935055,0,0,270,0,1,23.659530969996577,24.82908131585772
B-002,Bathroom - Half Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
66,60 ;
66,0 ;
0,0""",58.784208836082094,66.3733165129306,90.97049844126165,30,84,66,3,30,19,28,15,-20.680885961062863,9.271951011908802,27,60,270,20.21089302520938,10,1,30,21,33,-17.030811250044614,7.249648182953591,66,60,180,28.830710326009132,10,1,0,0,0,6.015811282959945,-21.634750235837412,0,0,90,0,0,20.4432468151502,21.868959476919485
B-041,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
102,60 ;
102,0 ;
0,0""",55.18651302938451,102.47921178439469,91.19936194827523,30,84,0,27,30,19,28,15,5.925426256213422,8.076710551515415,58,28,0,24.900161118274916,10,1,30,21,33,7.2468178138910755,23.878351806659126,30,21,90,25.28275169489124,10,1,36,60,15,3.035998446193123,6.223611086201757,102,60,0,24,1,23.233740829351156,24.336046326488642
B-026,Bathroom - Half Bath (2-Wall) - Facing,4,Rectangle,"""0,0 ;
0,36 ;
87,36 ;
87,0 ;
0,0""",39.05740392012766,81.67744087718721,92.41329346161876,30,84,24,0,30,19,28,15,-38.58803724903666,15.119948341137233,87,28,270,24.667577824223827,10,1,36,21,33,-43.878517548485895,24.083913218393455,21,36,180,28.010776662568567,10,1,0,0,0,-12.997938003156692,7.038103051717014,0,0,0,0,1,21.50214998320598,24.835671576358436
B-020,Bathroom - Half Bath (2-Wall),4,Rectangle,"""0,0 ;
0,66 ;
57,66 ;
57,0 ;
0,0""",64.32833066958376,60.52127709275642,96.71893078169569,30,84,0,33,30,19,28,15,7.820307985726445,-18.906409464055127,28,28,180,21.812929815294112,10,1,36,21,33,9.894962677740072,3.465515298070417,57,66,90,25.888470555232438,10,1,0,0,0,6.633211313578112,-63.97706917239633,0,0,90,0,0,24.81713161481402,20.02052799812367
B-026,Bathroom - Half Bath (2-Wall) - Facing,4,Rectangle,"""0,0 ;
0,36 ;
87,36 ;
87,0 ;
0,0""",32.41497609029549,95.01651796210163,105.34231106549312,30,84,24,0,30,19,28,15,-11.12357125311092,6.47746094205377,87,28,0,21.298750369072003,10,1,36,21,33,6.341490554637795,9.936172389408249,21,36,90,26.62989007945498,10,1,0,0,0,6.089660605757297,-27.630697336025385,0,0,90,0,0,22.6907762734527,23.43294944434301
B-021,Bathroom - Half Bath (2-Wall),4,Rectangle,"""0,0 ;
0,66 ;
57,66 ;
57,0 ;
0,0""",63.86863481075317,52.21495720045215,101.38040294791773,30,84,0,3,30,19,28,15,8.752471028771827,-24.119685587685993,28,66,180,24.44899078969387,10,1,36,21,33,-9.510025553726958,9.562153292021794,57,36,0,26.453772350384433,10,1,0,0,0,-97.0419250382752,-12.80458749969705,0,0,270,0,1,23.961032094439176,23.841750173477074
B-007,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
102,60 ;
102,0 ;
0,0""",64.23844004869127,110.23685365303027,93.51556249337973,30,84,0,3,30,19,28,15,9.226185268011875,6.526557415191066,59,60,0,21.963436270088586,10,1,30,21,33,5.468604177887352,16.492871294160476,30,60,270,28.43083322974864,10,1,36,60,15,-95.97493205794883,10.058210575702113,102,60,270,24,1,21.30011824114475,24.354715322128968
B-038,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,102 ;
60,102 ;
60,0 ;
0,0""",111.24651269587406,59.71647446656371,98.06060473733127,30,84,0,69,30,19,28,15,44.810059449026085,5.264338372638067,60,64,0,20.828632787028702,10,1,30,21,33,5.452072656223066,4.760290544902814,60,102,90,27.39111784422824,10,1,36,60,15,-49.756551395454686,-13.547370685359907,60,36,270,24,1,23.322936825408345,20.822961986022893
B-002,Bathroom - Half Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
66,60 ;
66,0 ;
0,0""",57.70821071737941,69.1689216135882,94.55578889757597,30,84,66,3,30,19,28,15,3.3333443830704357,7.313106007398397,27,60,0,22.07576215278838,10,1,30,21,33,-13.751830954802422,13.265395926051461,66,60,180,27.876235260540618,10,1,0,0,0,5.412707132615557,6.889105645643853,0,0,0,0,1,23.512468981808478,24.090844300782774
B-030,Bathroom - Half Bath (2-Wall) - Facing,4,Rectangle,"""0,0 ;
0,87 ;
36,87 ;
36,0 ;
0,0""",80.39506421270934,33.54345197443877,97.09247823796318,30,84,36,24,30,19,28,15,10.996998836685984,-46.46537423332172,28,87,180,24.820947182975598,10,1,36,21,33,22.64234448239118,-41.55300866911337,36,21,270,27.511581367895467,10,1,0,0,0,4.856431901471984,-127.17031846022736,0,0,180,0,0,20.33703516401959,21.049576726744192
B-047,Bathroom - Three-Quarter Bath (2-Wall),4,Rectangle,"""0,0 ;
0,72 ;
100,72 ;
100,0 ;
0,0""",71.09214108745174,103.02835181196912,92.9332798411188,30,84,0,3,30,19,28,15,9.582680946447816,11.033427995541874,100,28,90,22.22704443473478,10,1,36,21,33,9.130639509093179,29.436645673542316,36,72,90,25.742136791968278,10,1,36,60,15,-0.763390029242295,9.923521325128164,100,72,0,24,1,20.080488890214585,23.633220535648253
B-050,Bathroom - Three-Quarter Bath (2-Wall),4,Rectangle,"""0,0 ;
0,100 ;
72,100 ;
72,0 ;
0,0""",98.2955636414951,66.123529228117,90.38447022111033,30,84,3,0,30,19,28,15,32.72590527962417,-10.081229115250519,28,100,180,22.318884981863807,10,1,36,21,33,41.13926246303265,6.346568325526716,72,36,270,29.501828956079123,10,1,36,60,15,8.685696615570443,-42.69920185174167,72,100,90,24,0,22.17679118435409,24.87135965835403
B-023,Bathroom - Half Bath (2-Wall),4,Rectangle,"""0,0 ;
0,66 ;
57,66 ;
57,0 ;
0,0""",64.38100767022058,52.46207752271271,92.91685984925846,30,84,57,33,30,19,28,15,6.596838186183938,-17.311960359750948,48,28,90,22.40680410242304,10,1,36,21,33,9.979597169251818,-3.365234279675949,21,66,90,26.865981394529477,10,1,0,0,0,-7.401035636016108,-108.95330858488967,0,0,180,0,1,23.204958316003683,22.623644939262064
B-024,Bathroom - Half Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
66,60 ;
66,0 ;
0,0""",60.701902295672305,60.73672146903091,98.20402969048064,30,84,33,60,30,19,28,15,-17.946533390879978,5.051453194334616,28,28,270,23.25606035187765,10,1,30,21,33,4.842006059523928,-12.583095723602387,66,21,270,26.980105956872272,10,1,0,0,0,5.799925663990846,-87.47809334624543,0,0,90,0,1,20.216239878664187,24.937941857428058
B-036,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,102 ;
60,102 ;
60,0 ;
0,0""",97.3043359207854,65.60775322116083,89.42232537809794,30,84,60,3,30,19,28,15,17.202739606309024,8.883822242450178,28,58,0,24.94927847596314,10,1,30,21,33,6.949782689140871,7.786190002611463,21,30,90,29.664240121020285,10,1,36,60,15,5.30091149182969,-78.40118118619391,60,102,90,24,1,21.121970814907524,23.053549126489088
B-011,Bathroom - Half Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
66,60 ;
66,0 ;
0,0""",54.64521019702885,61.486915294698186,105.2854102172108,30,84,3,0,30,19,28,15,3.333456516358879,6.83628882094962,57,60,0,24.732817669133848,10,1,30,21,33,6.7524050489186935,5.784613486201038,30,60,90,27.61514271420947,10,1,0,0,0,-104.50807077054077,-9.138646917146167,0,0,270,0,0,23.193730016713594,23.27176832217236
B-003,Bathroom - Half Bath (2-Wall),4,Rectangle,"""0,0 ;
0,57 ;
66,57 ;
66,0 ;
0,0""",52.74721467222119,69.03791372456769,93.99988810739701,30,84,33,0,30,19,28,15,-24.02913912769615,9.155736817881076,28,28,270,22.810900060820288,10,1,36,21,33,-5.319134443813331,-4.879487878994748,66,57,270,26.038789284163553,10,1,0,0,0,-1.1744741961971368,8.907103970550077,0,0,0,0,1,20.835450915274926,20.47891100080121
B-011,Bathroom - Half Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
66,60 ;
66,0 ;
0,0""",61.5463457333576,72.57004117775834,101.47384049356955,30,84,3,0,30,19,28,15,7.558907988006368,-4.08151331461027,57,60,180,23.373987224097405,10,1,30,21,33,-1.1357335956419803,9.136437743061963,30,60,0,29.446117787659375,10,1,0,0,0,8.508535870896784,-61.049382350683665,0,0,90,0,0,20.95361569150836,20.90659060434526
B-023,Bathroom - Half Bath (2-Wall),4,Rectangle,"""0,0 ;
0,66 ;
57,66 ;
57,0 ;
0,0""",64.11925895258514,56.25438162667325,104.0079982608229,30,84,57,33,30,19,28,15,8.888160240190516,-6.818334201990183,48,28,90,24.19009114294326,10,1,36,21,33,-12.384059054420531,9.573742536684177,21,66,0,27.35782278356863,10,1,0,0,0,-15.729755351889334,-102.75138675038833,0,0,180,0,1,20.823496125290863,21.211443016369163
B-010,Bathroom - Three-Quarter Bath (Wall Facing),6,L-Shaped,"""0,0 ;
96,0 ;
96,66 ;
36,66 ;
36,60 ;
0,60 ;
0,0""",71.57467890693407,97.84908170000104,86.62596729352346,30,84,39,0,30,19,28,15,12.447144486827503,5.963048155152622,96,57,0,21.582894785847678,10,1,30,21,33,15.042054988914668,6.3097104165373885,96,30,270,28.143155582542562,10,1,36,60,15,-7.839260812781216,7.732267285414599,36,60,0,0,1,20.05269581332832,21.31171216751293
B-005,Bathroom - Half Bath (2-Wall) - Facing,4,Rectangle,"""0,0 ;
0,36 ;
87,36 ;
87,0 ;
0,0""",37.027557769064906,78.37488322200387,102.51759929704005,30,84,33,0,30,19,28,15,6.764345922625205,-2.1488754471785914,28,28,180,20.03323203684051,10,1,36,21,33,-23.76296936632201,-7.472236785265775,87,36,270,27.725696649736133,10,1,0,0,0,-120.8153400042186,3.1179741595884187,0,0,270,0,1,20.770127676499154,23.32862513754342
B-052,Bathroom - Three-Quarter Bath (2-Wall),4,Rectangle,"""0,0 ;
0,100 ;
72,100 ;
72,0 ;
0,0""",98.84007969024506,65.98418701334931,104.62417014007364,30,84,39,100,30,19,28,15,21.979374195452678,5.804386375614884,64,28,270,20.030190822088088,10,1,36,21,33,12.717652491758829,9.799658151926048,21,100,0,27.80712656452193,10,1,36,60,15,-58.72270274146479,-10.098292198274034,36,60,270,24,1,23.56320998865086,22.45828381777683
B-027,Bathroom - Half Bath (2-Wall) - Facing,4,Rectangle,"""0,0 ;
0,36 ;
87,36 ;
87,0 ;
0,0""",34.189013120306484,78.52218321564617,104.29031201304866,30,84,33,36,30,19,28,15,-44.992941257738856,17.448550197419625,28,28,270,21.492848677488272,10,1,36,21,33,9.65599622194592,15.781127732543894,87,36,90,29.874459901385336,10,1,0,0,0,-8.909161287147413,-79.01654075380692,0,0,180,0,1,22.4511934619255,23.054570328637976
B-026,Bathroom - Half Bath (2-Wall) - Facing,4,Rectangle,"""0,0 ;
0,36 ;
87,36 ;
87,0 ;
0,0""",36.02427053260755,88.05793129760144,105.32862559087746,30,84,24,0,30,19,28,15,1.1589219758801539,10.736535267504093,87,28,180,20.41678189072216,10,1,36,21,33,9.262001015278923,9.579588371452836,21,36,90,29.52730299147243,10,1,0,0,0,-24.93447138343776,-73.8693009541892,0,0,180,0,1,21.515535835849036,21.10190100717858
B-007,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
102,60 ;
102,0 ;
0,0""",58.435969572835845,110.20255933148329,100.80477260342346,30,84,0,3,30,19,28,15,3.450611897677514,31.87015978354276,59,60,180,21.613568026058132,10,1,30,21,33,-1.3750085125711706,10.081484803358443,30,60,270,25.71479621432389,10,1,36,60,15,8.48678682284986,9.320613757147509,102,60,0,24,1,20.016154345094076,20.850896879652232
B-044,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,102 ;
60,102 ;
60,0 ;
0,0""",92.96954391264298,56.78081737922746,100.97572891104987,30,84,3,0,30,19,28,15,8.942923361118257,-18.101638875339468,60,58,90,21.718306171347518,10,1,30,21,33,6.093076083239207,-0.05843972921716922,60,30,180,27.967768658481567,10,1,36,60,15,-66.67534336745548,-12.391159993781974,60,102,270,24,0,21.557196279086654,21.52241317273845
B-025,Bathroom - Half Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
66,60 ;
66,0 ;
0,0""",62.57703583316115,59.604442537745484,94.34561965253098,30,84,3,60,30,19,28,15,-13.984825335529298,5.737953855178538,57,28,270,23.71142079987773,10,1,30,21,33,9.893510125485427,3.140322292919895,30,21,90,29.669496806316094,10,1,0,0,0,-97.3094201089615,-9.498436565603042,0,0,270,0,1,21.78652565521691,20.153162734569886
B-002,Bathroom - Half Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
66,60 ;
66,0 ;
0,0""",55.994936232135075,71.57273268520603,101.46534522912299,30,84,66,3,30,19,28,15,5.762651679402709,-6.85293309967001,27,60,180,20.702640384417382,10,1,30,21,33,9.863287088297692,10.139973011216458,66,60,90,28.052749405831626,10,1,0,0,0,7.0017681430751555,-30.19741263191733,0,0,90,0,1,24.185323388034504,24.643662855039288
B-044,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,102 ;
60,102 ;
60,0 ;
0,0""",100.61030006379235,54.586969015259335,99.05106499647697,30,84,3,0,30,19,28,15,41.40198968438804,8.027821392018001,60,58,0,20.171600434725384,10,1,30,21,33,7.194010914887938,6.483628926043797,60,30,90,27.497182027027762,10,1,36,60,15,13.820770433825654,-106.540314959459,60,102,180,24,1,24.818338317980196,22.798201917624922
B-026,Bathroom - Half Bath (2-Wall) - Facing,4,Rectangle,"""0,0 ;
0,36 ;
87,36 ;
87,0 ;
0,0""",38.6191910430715,90.64677637592546,103.52183861308629,30,84,24,0,30,19,28,15,-12.32376792350383,10.360813630715434,87,28,180,21.53817777664071,10,1,36,21,33,-12.341620229178906,6.469641363600358,21,36,0,25.876241703291527,10,1,0,0,0,-19.415766991253562,6.9059334653563065,0,0,0,0,1,21.993924390585697,20.394171898021188
