Room_ID,Description,Number_of_Vertices,Shape_Type,Co-ordinates,Room_Length,Room_Width,Room_Height,Door_Width,Door_Height,Door_X_Position,Door_Y_Position,Door_Swing_Clearance,Toilet_Width,Toilet_Depth,Toilet_Height,Toilet_X_Position,Toilet_Y_Position,Toilet_X_End,Toilet_Y_End,Toilet_Rotation,Toilet_Front_Clearance,Toilet_Side_Clearance,Has_Toilet,Sink_Width,Sink_Depth,Sink_Height,Sink_X_Position,Sink_Y_Position,Sink_X_End,Sink_Y_End,Sink_Rotation,Sink_Front_Clearance,Sink_Side_Clearance,Has_Sink,Bathtub_Width,Bathtub_Depth,Bathtub_Height,Bathtub_X_Position,Bathtub_Y_Position,Bathtub_X_End,Bathtub_Y_End,Bathtub_Rotation,Bathtub_Entry_Clearance,Has_Bathtub,Bathtub_Front_Clearance,Bathtub_Side_Clearance,Room_Shape
B-017,Bathroom - Half Bath (2-Wall),4,Rectangle,"""0,0 ;
0,57 ;
66,57 ;
66,0 ;
0,0""",99,77,103.47574334816414,30,84,3,0,30,19,28,15,5.68828976943319,6.356481300151895,66,28,0,22.78583444446689,10,1,21,36,33,6.874350565884833,5.032348170216573,36,57,90,27.43363562965172,10,1,0,0,0,-5.479684631436081,6.700241626459187,0,0,0,0,1,21.165845602785424,21.58949640167735,Rectangle
B-002,Bathroom - Half Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
66,60 ;
66,0 ;
0,0""",67,75,94.7337948968224,30,84,66,3,30,28,19,15,8.256649526365319,2.0266449929684542,27,60,90,24.9837393071862,10,1,30,21,33,-7.939348174917034,8.311665901282156,66,60,0,28.58609896906881,10,1,0,0,0,8.375624942964473,-18.246702385453624,0,0,90,0,1,24.217199498466066,20.79407589672728,Rectangle
B-051,Bathroom - Three-Quarter Bath (2-Wall),4,Rectangle,"""0,0 ;
0,100 ;
72,100 ;
72,0 ;
0,0""",64,96,95.16846940124296,30,84,39,0,30,19,28,15,20.30942650881262,6.141017862355823,64,100,0,24.537036730918253,10,1,21,36,33,7.400182971146751,7.365484166582529,21,36,90,29.294297922060764,10,1,60,36,15,5.968309876753431,-2.771819327780684,36,100,90,24,1,20.75965569258122,24.779407128889247,Rectangle
B-013,Bathroom - Half Bath (1-Wall),4,Rectangle,"""0,0 ;
0,66 ;
60,6 ;
60,0 ;
0,0""",98,69,91.56314796238657,30,84,0,3,30,19,28,15,15.46899188166444,6.726841093511357,60,58,0,24.82463083877782,10,1,21,30,33,7.77271537325443,6.568574619386819,60,30,90,26.45529429198256,10,1,0,0,0,-6.144406839710836,7.014998072375683,0,0,0,0,1,22.74763432482775,23.444447339122124,Rectangle
B-050,Bathroom - Three-Quarter Bath (2-Wall),4,Rectangle,"""0,0 ;
0,100 ;
72,100 ;
72,0 ;
0,0""",63,81,89.7595688583701,30,84,3,0,30,28,19,15,30.110081443517306,6.847836640620694,28,100,270,24.79027577649841,10,1,36,21,33,7.33175130847447,6.949709483035644,72,36,0,27.996154592916582,10,1,36,60,15,8.901902400238189,6.86085251024567,72,100,0,24,1,22.836371888009296,22.39479626849541,Rectangle
B-023,Bathroom - Half Bath (2-Wall),4,Rectangle,"""0,0 ;
0,66 ;
57,66 ;
57,0 ;
0,0""",63,61,93.66323434333262,30,84,57,33,30,28,19,15,-10.2191283281346,3.416301873736702,48,28,270,22.22348583230348,10,1,36,21,33,2.393374037534774,-1.5258278451722669,21,66,180,25.44641800763806,10,1,0,0,0,-93.13868589812988,-18.243571046460936,0,0,270,0,1,22.662136619173257,24.41637505546981,Rectangle
B-037,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,102 ;
60,102 ;
60,0 ;
0,0""",82,72,99.97341179781732,30,84,60,69,30,28,19,15,34.99146567528348,5.889138091808977,28,64,270,24.619145743437144,10,1,30,21,33,11.752147845550564,9.327193190787993,21,102,0,28.69952829659337,10,1,36,60,15,13.269750419148014,-99.09120616511495,60,36,180,24,1,21.02621424591429,21.72528865571487,Rectangle
B-019,Bathroom - Half Bath (2-Wall),4,Rectangle,"""0,0 ;
0,57 ;
66,57 ;
66,0 ;
0,0""",64,71,101.95624855420677,30,84,3,57,30,19,28,15,5.583697389245875,-10.06311907940285,66,49,180,24.716829177066383,10,1,36,21,33,-30.711285363926827,10.556667756594422,36,21,180,26.79546325926405,10,1,0,0,0,-7.843933840974323,9.060628414767873,0,0,0,0,1,21.67159178788544,21.172289965005334,Rectangle
B-024,Bathroom - Half Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
66,60 ;
66,0 ;
0,0""",85,90,92.6119220328199,30,84,33,60,30,28,19,15,-13.4018025727767,7.943446719859825,28,28,270,24.80864084417739,10,1,30,21,33,-14.413186192579058,6.689506078362284,66,21,0,26.72025702860953,10,1,0,0,0,-94.8105487118762,-8.958599113416215,0,0,270,0,1,22.65533841553429,20.84308619522011,Rectangle
B-026,Bathroom - Half Bath (2-Wall) - Facing,4,Rectangle,"""0,0 ;
0,36 ;
87,36 ;
87,0 ;
0,0""",90,98,90.65467210252028,30,84,24,0,30,19,28,15,-10.850299867142652,5.390671893295096,87,28,180,24.215329404290703,10,1,21,36,33,-21.205802900022725,6.428460333158396,21,36,270,27.22379566606444,10,1,0,0,0,8.805087996920065,-22.80095397665215,0,0,90,0,1,24.74960807783265,20.11908577449877,Rectangle
B-029,Bathroom - Half Bath (2-Wall) - Facing,4,Rectangle,"""0,0 ;
0,87 ;
36,87 ;
36,0 ;
0,0""",84,90,104.32847456308151,30,84,36,33,30,19,28,15,19.16387231681581,-45.97888355405171,28,28,180,20.945682176474516,10,1,36,21,33,5.788004923265257,-26.49384505209508,36,87,180,29.791950931697635,10,1,0,0,0,5.087538221417659,-127.21456513596264,0,0,180,0,0,20.01013128249697,21.278693369018484,Rectangle
B-034,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
102,60 ;
102,0 ;
0,0""",95,97,95.122599785382,30,84,3,60,30,28,19,15,-22.5022483106276,30.44585511661226,58,28,270,23.541215545776183,10,1,21,30,33,-0.9235533915633648,13.693274828812202,30,21,270,25.65215660035468,10,1,36,60,15,-20.170609965734783,-56.41659257946705,102,60,180,24,1,21.38485845032158,20.844776484713897,Rectangle
B-028,Bathroom - Half Bath (2-Wall) - Facing,4,Rectangle,"""0,0 ;
0,36 ;
87,36 ;
87,0 ;
0,0""",88,89,100.71597211061942,30,84,24,36,30,28,19,15,8.92904702102159,14.189680788291351,28,28,90,24.41608059431925,10,1,21,36,33,-27.14618037238419,9.02401050520362,87,36,270,27.32975007595645,10,1,0,0,0,-41.32156636577486,-66.44015966806438,0,0,180,0,1,23.678326548212283,21.547948646789727,Rectangle
B-014,Bathroom - Half Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
66,60 ;
66,0 ;
0,0""",63,75,92.381513414147,30,84,66,27,30,28,19,15,-11.440630245137765,10.33105407983576,28,28,270,22.423157432558835,10,1,30,21,33,2.967497683850358,15.79995273445451,66,21,180,27.57886148547437,10,1,0,0,0,-11.96916872746238,-87.6933600590575,0,0,180,0,1,20.09439827467658,24.063382135881504,Rectangle
B-010,Bathroom - Three-Quarter Bath (Wall Facing),6,L-Shaped,"""0,0 ;
96,0 ;
96,66 ;
36,66 ;
36,60 ;
0,60 ;
0,0""",76,98,103.74286617624364,30,84,39,0,30,19,28,15,10.315589400533396,9.511866432699309,96,57,0,21.13880394338509,10,1,30,21,33,-8.235348399271672,7.036988614683222,96,30,0,26.451934698660537,10,1,36,60,15,-2.8494275771469395,5.6215766842336,36,60,0,0,1,24.365085787823737,20.74541982279468,Rectangle
B-010,Bathroom - Three-Quarter Bath (Wall Facing),6,L-Shaped,"""0,0 ;
96,0 ;
96,66 ;
36,66 ;
36,60 ;
0,60 ;
0,0""",95,81,102.12022706617309,30,84,39,0,30,28,19,15,-10.739379881512594,20.78550498260932,96,57,270,22.91644637580575,10,1,30,21,33,-12.903402870887064,8.311534121774487,96,30,0,28.32809659509301,10,1,36,60,15,1.130278151281046,5.289542164070474,36,60,0,0,1,23.555162210970508,23.95767246191665,Rectangle
B-032,Bathroom - Half Bath (2-Wall) - Facing,4,Rectangle,"""0,0 ;
0,87 ;
36,87 ;
36,0 ;
0,0""",73,95,105.02013481925545,30,84,0,33,30,28,19,15,9.737666473594174,-15.819392847816117,28,28,270,24.011659719036096,10,1,21,36,33,8.815520536800573,-12.823958860385208,36,87,90,28.671984531674653,10,1,0,0,0,6.001356458771718,-17.37595695314618,0,0,90,0,1,20.349013000760344,23.336332556076155,Rectangle
B-047,Bathroom - Three-Quarter Bath (2-Wall),4,Rectangle,"""0,0 ;
0,72 ;
100,72 ;
100,0 ;
0,0""",95,90,90.58080062035263,30,84,0,3,30,19,28,15,9.54412054856144,8.79326340165526,100,28,0,20.005215673352357,10,1,36,21,33,7.616571215571075,49.62226177318404,36,72,180,27.64915679526134,10,1,36,60,15,-14.768849140419976,7.954494854938265,100,72,0,24,1,20.19241762719312,22.873328225968827,Rectangle
B-003,Bathroom - Half Bath (2-Wall),4,Rectangle,"""0,0 ;
0,57 ;
66,57 ;
66,0 ;
0,0""",95,97,102.82442242579124,30,84,33,0,30,28,19,15,-17.707534556742512,6.4477258609503965,28,28,270,21.1517350408576,10,1,21,36,33,2.2126904525917777,-12.552489725579102,66,57,270,28.40152217370462,10,1,0,0,0,-99.45179425435543,-10.156752383334362,0,0,270,0,1,21.60009912867289,23.186689145767176,Rectangle
B-006,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
102,60 ;
102,0 ;
0,0""",75,96,93.8034851968909,30,84,3,0,30,28,19,15,9.108291279910844,11.227810626254138,59,60,90,21.81989405793233,10,1,21,30,33,5.903582754696192,41.93934019899997,30,60,90,27.47586387120031,10,1,36,60,15,-12.855714396099875,5.922075562286733,102,60,0,24,1,23.886819434523705,23.4023742262698,Rectangle
B-041,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
102,60 ;
102,0 ;
0,0""",74,86,103.52123376750916,30,84,0,27,30,19,28,15,8.33854091347717,8.222250207654842,58,28,0,24.48604431199448,10,1,21,30,33,8.387857678241836,22.61538667720276,30,21,90,26.63550446958221,10,1,36,60,15,3.159933765798425,6.711793392752659,102,60,0,24,1,23.879045100449115,21.94176799984485,Rectangle
B-007,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
102,60 ;
102,0 ;
0,0""",89,101,92.24156258591984,30,84,0,3,30,28,19,15,-14.898400782440737,17.04356537161681,59,60,270,22.284756413720743,10,1,30,21,33,-14.683621526297696,5.581039655078788,30,60,0,29.173475038275164,10,1,36,60,15,-17.31555368129884,9.307231361140111,102,60,0,24,1,24.495079744696135,22.120859905330317,Rectangle
B-059,Bathroom - Three-Quarter Bath (Wall Facing),6,L-Shaped,"""0,0 ;
60,0 ;
60,6 ;
96,6 ;
96,66 ;
0,66 ;
0,0""",79,83,93.25448461233516,30,84,27,66,30,28,19,15,-6.787083272442545,30.33374796528856,28,28,270,20.49438788462973,10,1,30,21,33,-8.607909821761869,47.8715745450591,21,66,180,26.321477094713345,10,1,60,36,15,8.179038215618581,-38.68905770992778,96,66,90,0,1,22.369220217643637,21.125870539641213,Rectangle
B-051,Bathroom - Three-Quarter Bath (2-Wall),4,Rectangle,"""0,0 ;
0,100 ;
72,100 ;
72,0 ;
0,0""",62,89,88.26239382734676,30,84,39,0,30,28,19,15,5.392216382378077,4.593460085618629,64,100,90,22.044595345677987,10,1,21,36,33,40.97360965233968,5.682644931559173,21,36,270,28.787552708336538,10,1,36,60,15,8.271468264597093,-84.59040185252172,36,100,180,24,1,23.26443940303262,22.411562280775456,Rectangle
B-035,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
102,60 ;
102,0 ;
0,0""",72,62,90.8493301253616,30,84,69,60,30,28,19,15,5.364864248859316,8.310870663827629,63,28,90,20.559131850073555,10,1,30,21,33,-9.346873577024784,6.605727124674461,102,21,0,25.08314458794781,10,1,36,60,15,6.642702686645944,7.376487736115228,36,60,0,24,1,21.44784874409562,24.896528319604144,Rectangle
B-048,Bathroom - Three-Quarter Bath (2-Wall),4,Rectangle,"""0,0 ;
0,72 ;
100,72 ;
100,0 ;
0,0""",85,84,99.23678493284504,30,84,100,39,30,19,28,15,14.33520930171018,27.40534494631236,28,64,180,21.248233973356136,10,1,36,21,33,2.555439401093687,47.46443920092785,100,21,180,28.30826129227128,10,1,60,36,15,7.572093767814501,-4.768856824239133,60,36,90,24,1,20.157022758685,24.867428085329344,Rectangle
B-059,Bathroom - Three-Quarter Bath (Wall Facing),6,L-Shaped,"""0,0 ;
60,0 ;
60,6 ;
96,6 ;
96,66 ;
0,66 ;
0,0""",97,95,95.1582768609574,30,84,27,66,30,19,28,15,8.19737271080207,13.685621786391286,28,28,180,21.8155532431336,10,1,30,21,33,-14.358433245859391,33.83900673779377,21,66,180,27.08910019088481,10,1,60,36,15,-92.84494570939682,7.713831914499854,96,66,270,0,1,22.829823864373108,20.872151711408492,Rectangle
B-022,Bathroom - Half Bath (2-Wall),4,Rectangle,"""0,0 ;
0,66 ;
57,66 ;
57,0 ;
0,0""",85,95,89.91008542376971,30,84,57,3,30,19,28,15,13.872237294972225,-16.129786728537944,48,66,180,20.10707046252777,10,1,36,21,33,-8.77396294236571,9.500736484319557,21,36,0,28.832425530538,10,1,0,0,0,-87.08544265180633,-21.277104869607527,0,0,270,0,1,24.239833474576123,21.24522325487667,Rectangle
B-030,Bathroom - Half Bath (2-Wall) - Facing,4,Rectangle,"""0,0 ;
0,87 ;
36,87 ;
36,0 ;
0,0""",98,66,90.58282152411576,30,84,36,24,30,19,28,15,31.75025562955403,7.429412486195275,28,87,0,22.13159569234263,10,1,36,21,33,10.18505062723784,5.560508496374944,36,21,0,26.3893116925573,10,1,0,0,0,9.449586054366671,-119.0286264639929,0,0,180,0,1,23.069340560352817,21.489700702416997,Rectangle
B-037,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,102 ;
60,102 ;
60,0 ;
0,0""",63,67,98.32874615083338,30,84,60,69,30,28,19,15,7.471375404063631,-5.862670206587881,28,64,90,22.68348667514757,10,1,21,30,33,37.26246744996478,1.6041731817989824,21,102,270,25.974246896798935,10,1,36,60,15,9.083985186971438,-95.27851643309836,60,36,180,24,1,24.025366974640427,22.29658990583057,Rectangle
B-031,Bathroom - Half Bath (2-Wall) - Facing,4,Rectangle,"""0,0 ;
0,87 ;
36,87 ;
36,0 ;
0,0""",74,93,90.57850564897636,30,84,0,24,30,19,28,15,14.568860274638975,-39.99751932542869,28,87,180,23.7388466040139,10,1,21,36,33,6.436869024488744,-15.904341645613089,36,21,90,26.112754574676,10,1,0,0,0,-1.0377261839580036,9.295511875679004,0,0,0,0,1,21.44285010643923,24.853891594241503,Rectangle
B-036,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,102 ;
60,102 ;
60,0 ;
0,0""",101,76,90.5518769014794,30,84,60,3,30,19,28,15,40.77393388118038,-17.183212149985362,28,58,180,23.495927498633986,10,1,21,30,33,51.67081673911997,-19.37743505723829,21,30,270,28.991850542644222,10,1,60,36,15,-49.931855897455286,-11.389283187573676,60,102,270,24,1,23.24779913621952,20.05386406363832,Rectangle
B-047,Bathroom - Three-Quarter Bath (2-Wall),4,Rectangle,"""0,0 ;
0,72 ;
100,72 ;
100,0 ;
0,0""",81,74,105.49734799344162,30,84,0,3,30,28,19,15,6.67867821700651,13.28100052094612,100,28,90,22.965090854460183,10,1,36,21,33,0.34477838196063,7.18642830911645,36,72,0,27.87936201942081,10,1,36,60,15,-1.525697901222025,-60.47890495776182,100,72,180,24,1,22.9848706610237,21.25009624691803,Rectangle
B-010,Bathroom - Three-Quarter Bath (Wall Facing),6,L-Shaped,"""0,0 ;
96,0 ;
96,66 ;
36,66 ;
36,60 ;
0,60 ;
0,0""",74,66,88.57095262116445,30,84,39,0,30,19,28,15,7.996074704344755,6.374107154706518,96,57,0,24.40154570853144,10,1,30,21,33,-1.7799602352725523,43.530972971103225,96,30,180,28.85178282112502,10,1,60,36,15,5.3646657444554045,-50.00765278857767,36,60,90,0,1,20.12409939607853,22.45510501935931,Rectangle
B-035,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
102,60 ;
102,0 ;
0,0""",91,69,88.42244843400061,30,84,69,60,30,19,28,15,9.276777904822069,25.82828440804813,63,28,180,23.26275175583362,10,1,21,30,33,9.28558953064972,15.01898511653701,102,21,270,28.5718564052082,10,1,60,36,15,9.380544072311846,-51.64319202995398,36,60,90,24,1,20.61710355931932,21.873993800336308,Rectangle
B-039,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,102 ;
60,102 ;
60,0 ;
0,0""",76,60,98.691423304605,30,84,0,3,30,28,19,15,9.449321698271325,-8.014305291840378,60,58,90,21.313636619481684,10,1,21,30,33,7.633107763856348,6.261709735948156,60,30,90,27.387154750852908,10,1,36,60,15,7.615906802009752,6.427131084920989,60,102,0,24,1,24.4381344761182,23.14210868477635,Rectangle
B-019,Bathroom - Half Bath (2-Wall),4,Rectangle,"""0,0 ;
0,57 ;
66,57 ;
66,0 ;
0,0""",73,73,96.35722936263772,30,84,3,57,30,19,28,15,5.408628814075741,8.366580374666679,66,49,0,23.885432107300623,10,1,36,21,33,1.957949459116354,9.80168491317812,36,21,0,26.567630675948514,10,1,0,0,0,4.58167175044474,-93.76223268229396,0,0,180,0,1,21.66473062662649,23.166064247937918,Rectangle
B-011,Bathroom - Half Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
66,60 ;
66,0 ;
0,0""",95,75,90.88329199703426,30,84,3,0,30,28,19,15,-16.1841067085176,8.483537252860842,57,60,270,22.45165938659179,10,1,21,30,33,9.161450659820757,4.872793578571761,30,60,90,28.993768706552764,10,1,0,0,0,-100.23628129010208,8.444916465805568,0,0,270,0,1,22.576934392556662,22.23616434625852,Rectangle
B-024,Bathroom - Half Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
66,60 ;
66,0 ;
0,0""",66,61,91.82320913569484,30,84,33,60,30,19,28,15,6.160608639585538,6.501681951432787,28,28,0,21.327613663718463,10,1,21,30,33,8.359328861371194,7.72920515629126,66,21,90,29.046753047481012,10,1,0,0,0,8.77474250899926,-12.376355413568042,0,0,90,0,0,22.278120831232496,22.182725986715507,Rectangle
B-038,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,102 ;
60,102 ;
60,0 ;
0,0""",66,91,97.84220253966733,30,84,0,69,30,28,19,15,5.665674766127754,0.9233405901717848,60,64,90,21.614192591434275,10,1,30,21,33,12.308846143964,2.816887082311272,60,102,180,28.17413849891932,10,1,36,60,15,16.180490926301914,6.222634390103852,60,36,0,24,1,24.572475547728097,23.34138393437655,Rectangle
B-020,Bathroom - Half Bath (2-Wall),4,Rectangle,"""0,0 ;
0,66 ;
57,66 ;
57,0 ;
0,0""",92,72,94.6389680602136,30,84,0,33,30,19,28,15,12.435891936141571,-17.27123114972529,28,28,180,22.79497462681666,10,1,21,36,33,14.345966097011988,0.761072069724027,57,66,270,26.81457163318976,10,1,0,0,0,7.236796159153605,-94.9173809313276,0,0,90,0,1,21.112681176477544,20.17710987866338,Rectangle
B-031,Bathroom - Half Bath (2-Wall) - Facing,4,Rectangle,"""0,0 ;
0,87 ;
36,87 ;
36,0 ;
0,0""",81,84,86.61264952629514,30,84,0,24,30,19,28,15,12.951460927478369,-46.427395070627206,28,87,180,22.471101718344187,10,1,21,36,33,37.7701358562444,-44.613780286293256,36,21,270,29.95961634712475,10,1,0,0,0,8.859318949805091,-125.42703128084707,0,0,180,0,1,24.39143573465555,23.671399029384084,Rectangle
B-012,Bathroom - Half Bath (1-Wall),4,Rectangle,"""0,0 ;
0,66 ;
60,6 ;
60,0 ;
0,0""",64,80,91.4350667029785,30,84,60,3,30,28,19,15,9.680501406479198,6.006478334706429,28,58,90,23.287012927685453,10,1,30,21,33,-8.175593310226652,7.9435575223773585,21,30,0,28.9932048664358,10,1,0,0,0,-11.202363656788496,-102.97069189107116,0,0,180,0,1,23.977780095432607,20.94266360985468,Rectangle
B-005,Bathroom - Half Bath (2-Wall) - Facing,4,Rectangle,"""0,0 ;
0,36 ;
87,36 ;
87,0 ;
0,0""",63,61,90.11597364340558,30,84,33,0,30,19,28,15,-0.2440481599854358,8.871583276186223,28,28,0,20.227031025459578,10,1,36,21,33,-1.5725515002040709,9.960124958145183,87,36,0,28.75757196391738,10,1,0,0,0,-0.6057921697450315,6.3389358517738525,0,0,0,0,1,23.748202966016343,23.8515157798916,Rectangle
B-014,Bathroom - Half Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
66,60 ;
66,0 ;
0,0""",70,61,96.98212392186724,30,84,66,27,30,19,28,15,7.579198013091047,-17.75404422294835,28,28,180,24.617251473436077,10,1,30,21,33,-24.27118751532724,6.422307751885084,66,21,0,27.171574404647718,10,1,0,0,0,1.7835696522576685,9.112473345352871,0,0,0,0,1,20.40276092592721,23.15259974013324,Rectangle
B-025,Bathroom - Half Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
66,60 ;
66,0 ;
0,0""",92,99,101.34166274171976,30,84,3,60,30,28,19,15,7.914431770939897,-1.9605725858232697,57,28,90,23.473145278150632,10,1,30,21,33,0.9250618572251428,7.416604676666651,30,21,180,29.42640639596942,10,1,0,0,0,8.45917631346234,-70.99872000507585,0,0,90,0,1,24.246932379038785,22.78198903368741,Rectangle
B-019,Bathroom - Half Bath (2-Wall),4,Rectangle,"""0,0 ;
0,57 ;
66,57 ;
66,0 ;
0,0""",68,90,103.90808793437633,30,84,3,57,30,19,28,15,4.034070976004383,6.33160628108474,66,49,0,24.76220813731965,10,1,36,21,33,-26.16985338662696,13.30802841182986,36,21,180,27.013197350784523,10,1,0,0,0,-7.374902891799347,-88.19466721198775,0,0,180,0,1,20.284383925143867,23.622482676598587,Rectangle
B-018,Bathroom - Half Bath (2-Wall),4,Rectangle,"""0,0 ;
0,57 ;
66,57 ;
66,0 ;
0,0""",82,67,99.63570978448796,30,84,33,57,30,19,28,15,-0.8880701028527112,6.845409895476994,28,49,0,21.71195248218036,10,1,21,36,33,-5.694897620943877,-3.411641068810477,66,21,270,26.814609523688382,10,1,0,0,0,-30.29937621107616,5.903053800138896,0,0,0,0,1,23.074864180127086,24.844795064201424,Rectangle
B-018,Bathroom - Half Bath (2-Wall),4,Rectangle,"""0,0 ;
0,57 ;
66,57 ;
66,0 ;
0,0""",96,77,98.80802073117832,30,84,33,57,30,28,19,15,8.71740548637006,-1.2217782822508862,28,49,90,22.315553196525546,10,1,21,36,33,8.665567724128296,9.680041658285845,66,21,90,28.10703549072485,10,1,0,0,0,5.25269713069291,-65.34929628484893,0,0,90,0,1,23.951302497495945,23.359855537576998,Rectangle
B-044,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,102 ;
60,102 ;
60,0 ;
0,0""",92,84,98.25930800701386,30,84,3,0,30,19,28,15,25.02918452521338,5.127186195674515,60,58,0,23.813489609722257,10,1,21,30,33,37.93679103998306,5.110736745631058,60,30,270,29.09547689030002,10,1,60,36,15,-62.3311691209728,-13.349812536636248,60,102,270,24,1,22.94354183675837,21.23738015605288,Rectangle
B-047,Bathroom - Three-Quarter Bath (2-Wall),4,Rectangle,"""0,0 ;
0,72 ;
100,72 ;
100,0 ;
0,0""",100,76,89.82449918485545,30,84,0,3,30,19,28,15,9.659920224195016,5.717978932721147,100,28,0,21.483615123641226,10,1,21,36,33,9.461822509631832,25.3908382463989,36,72,90,27.855977307424883,10,1,36,60,15,3.0754793292659226,9.075584280673818,100,72,0,24,1,21.720160894814,24.015251816741284,Rectangle
B-029,Bathroom - Half Bath (2-Wall) - Facing,4,Rectangle,"""0,0 ;
0,87 ;
36,87 ;
36,0 ;
0,0""",91,100,101.0228961104364,30,84,36,33,30,28,19,15,10.850576543339912,-1.3020380218132868,28,28,270,22.58854761173161,10,1,21,36,33,30.474146656310275,-35.628151065389844,36,87,270,27.035237770557945,10,1,0,0,0,5.356573354149468,-124.89832719450352,0,0,180,0,1,21.2748139780426,21.44936838534388,Rectangle
B-018,Bathroom - Half Bath (2-Wall),4,Rectangle,"""0,0 ;
0,57 ;
66,57 ;
66,0 ;
0,0""",71,71,104.68563774965246,30,84,33,57,30,19,28,15,3.0280622667206,5.929341198852811,28,49,0,22.619747637133965,10,1,21,36,33,6.848841272736355,7.789005483655918,66,21,90,28.90313058387777,10,1,0,0,0,-7.0294707718353004,5.749419260943925,0,0,0,0,0,22.663827054088447,24.57713973440817,Rectangle
B-059,Bathroom - Three-Quarter Bath (Wall Facing),6,L-Shaped,"""0,0 ;
60,0 ;
60,6 ;
96,6 ;
96,66 ;
0,66 ;
0,0""",99,68,94.40776428974478,30,84,27,66,30,28,19,15,8.593279850920366,23.370961240872607,28,28,90,21.755249379255705,10,1,30,21,33,5.834653054833824,46.48189636017177,21,66,180,26.193708021230503,10,1,60,36,15,-95.3207897354991,11.035638143914168,96,66,270,0,1,21.511753799787996,21.869565686145197,Rectangle
B-026,Bathroom - Half Bath (2-Wall) - Facing,4,Rectangle,"""0,0 ;
0,36 ;
87,36 ;
87,0 ;
0,0""",73,84,95.99175998310152,30,84,24,0,30,19,28,15,2.741921389972486,8.239542663884844,87,28,0,21.58805362961177,10,1,36,21,33,-12.630643456499346,35.78656284229677,21,36,180,26.175198166146718,10,1,0,0,0,5.571391457567865,-46.90090309362447,0,0,90,0,0,24.72174735197759,23.492099439329003,Rectangle
B-042,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
102,60 ;
102,0 ;
0,0""",82,79,88.76958395274671,30,84,102,27,30,28,19,15,-24.194303907194342,30.26128043016384,63,28,270,21.538392801193133,10,1,30,21,33,-9.672710765523584,37.709183483782994,102,21,180,25.722707704133075,10,1,60,36,15,-103.73157599901288,7.973382986752274,36,60,270,24,1,23.36314595212438,21.55113354243934,Rectangle
B-007,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
102,60 ;
102,0 ;
0,0""",64,69,96.74430600738012,30,84,0,3,30,28,19,15,-20.824095742939377,13.50828972968305,59,60,270,21.995796819032044,10,1,30,21,33,-12.973993091053114,7.149525434702432,30,60,0,27.566396396390765,10,1,36,60,15,3.8118012397041774,-63.45051941200872,102,60,180,24,0,23.00699626031815,21.261262921151975,Rectangle
B-056,Bathroom - Three-Quarter Bath (2-Wall) - Center,6,L-Shaped,"""21,0 ;
87,0 ;
87,72 ;
0,72 ;
0,36 ;
21,36 ;
21,0""",89,84,98.80868409043104,30,84,24,72,30,28,19,15,-0.7130999623381484,26.108874052129064,87,64,270,20.520172056464364,10,1,21,36,33,20.411570519058,3.49875068589002,21,72,270,29.074474505850908,10,1,66,36,15,-81.65035777292954,5.429754219316368,87,36,270,24,1,21.26595573135176,23.05102380456414,Rectangle
B-011,Bathroom - Half Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
66,60 ;
66,0 ;
0,0""",96,98,102.80752097718631,30,84,3,0,30,28,19,15,6.600582181441339,-12.230096470383767,57,60,90,21.209574287618366,10,1,21,30,33,4.099657446655026,-14.103929063168149,30,60,270,28.217550839255573,10,1,0,0,0,-4.483248070311252,-98.30947687339967,0,0,180,0,0,24.780080800504308,21.215404481622286,Rectangle
