Room_ID,Description,Number_of_Vertices,Shape_Type,Co-ordinates,Room_Length,Room_Width,Room_Height,Door_Width,Door_Height,Door_X_Position,Door_Y_Position,Door_Swing_Clearance,Toilet_Width,Toilet_Depth,Toilet_Height,Toilet_X_Position,Toilet_Y_Position,Toilet_X_End,Toilet_Y_End,Toilet_Rotation,Toilet_Front_Clearance,Toilet_Side_Clearance,Has_Toilet,Sink_Width,Sink_Depth,Sink_Height,Sink_X_Position,Sink_Y_Position,Sink_X_End,Sink_Y_End,Sink_Rotation,Sink_Front_Clearance,Sink_Side_Clearance,Has_Sink,Bathtub_Width,Bathtub_Depth,Bathtub_Height,Bathtub_X_Position,Bathtub_Y_Position,Bathtub_X_End,Bathtub_Y_End,Bathtub_Rotation,Bathtub_Entry_Clearance,Has_Bathtub,Bathtub_Exists
B-053,Bathroom - Three-Quarter Bath (2-Wall),4,Rectangle,"""0,0 ;
0,100 ;
72,100 ;
72,0 ;
0,0""",96.21987932355559,68.33972749703871,88.58500215110824,30,84,3,100,30,19,28,15,96.21987932355559,0.0,28,28,180,30,9,1,36,21,33,51.0,0.0,72,100,0,35,0,1,36,60,15,36.0,68.33972749703871,72,60,180,24,1,1
B-032,Bathroom - Half Bath (2-Wall) - Facing,4,Rectangle,"""0,0 ;
0,87 ;
36,87 ;
36,0 ;
0,0""",83.27506990234073,37.674406283923176,88.93211617788455,30,84,0,33,30,19,28,15,83.27506990234073,0.0,28,28,90,30,9,1,36,21,33,0.0,37.674406283923176,36,87,0,35,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1
B-017,Bathroom - Half Bath (2-Wall),4,Rectangle,"""0,0 ;
0,57 ;
66,57 ;
66,0 ;
0,0""",61.8880845682976,72.25936131745175,97.55428558155765,30,84,3,0,30,19,28,15,38.0,72.25936131745175,66,28,180,30,9,1,36,21,33,0.0,72.25936131745175,36,57,180,35,0,1,0,0,0,33.93311112991684,72.25936131745175,0,0,0,0,0,1
B-024,Bathroom - Half Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
66,60 ;
66,0 ;
0,0""",60.2535726158114,66.43210823739098,88.21059189620425,30,84,33,60,30,19,28,15,60.2535726158114,0.0,28,28,270,30,9,1,30,21,33,60.2535726158114,0.0,66,21,90,35,0,1,0,0,0,37.581059891784605,0.0,0,0,90,0,0,1
B-020,Bathroom - Half Bath (2-Wall),4,Rectangle,"""0,0 ;
0,66 ;
57,66 ;
57,0 ;
0,0""",66.33516805727483,61.15858903156207,99.36624793976033,30,84,0,33,30,19,28,15,66.33516805727483,0.0,28,28,90,30,9,1,36,21,33,66.33516805727483,30.0,57,66,180,35,0,1,0,0,0,91.51911436389629,0.0,0,0,180,0,0,0
B-020,Bathroom - Half Bath (2-Wall),4,Rectangle,"""0,0 ;
0,66 ;
57,66 ;
57,0 ;
0,0""",62.871242073131455,60.853957011471465,93.64430107644559,30,84,0,33,30,19,28,15,9.0,60.853957011471465,28,28,270,30,9,1,36,21,33,36.0,0.0,57,66,270,35,0,1,0,0,0,0.0,0.0,0,0,180,0,0,0
B-025,Bathroom - Half Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
66,60 ;
66,0 ;
0,0""",60.463028164418645,66.71527426980039,105.57967584783754,30,84,3,60,30,19,28,15,38.0,66.71527426980039,57,28,90,30,9,1,30,21,33,0.0,0.0,30,21,0,35,0,1,0,0,0,28.000101457878692,0.0,0,0,90,0,0,1
B-023,Bathroom - Half Bath (2-Wall),4,Rectangle,"""0,0 ;
0,66 ;
57,66 ;
57,0 ;
0,0""",67.9313446865561,57.52728029998715,100.76684844495131,30,84,57,33,30,19,28,15,29.0,0.0,48,28,90,30,9,1,36,21,33,0.0,57.52728029998715,21,66,270,35,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0
B-035,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
102,60 ;
102,0 ;
0,0""",65.72899167074677,93.79605257355925,101.39918696491387,30,84,69,60,30,19,28,15,44.0,0.0,63,28,90,30,9,1,30,21,33,65.72899167074677,0.0,102,21,90,35,0,1,36,60,15,0.0,93.79605257355925,36,60,180,24,1,1
B-053,Bathroom - Three-Quarter Bath (2-Wall),4,Rectangle,"""0,0 ;
0,100 ;
72,100 ;
72,0 ;
0,0""",91.58627664024156,78.68542487742744,102.24400333691418,30,84,3,100,30,19,28,15,0.0,0.0,28,28,270,30,9,1,36,21,33,51.0,0.0,72,100,90,35,0,1,36,60,15,67.5205021941226,0.0,72,60,0,24,1,1
B-032,Bathroom - Half Bath (2-Wall) - Facing,4,Rectangle,"""0,0 ;
0,87 ;
36,87 ;
36,0 ;
0,0""",88.52046713185099,33.070055273017836,102.66598406933608,30,84,0,33,30,19,28,15,0.0,0.0,28,28,270,30,9,1,36,21,33,0.0,33.070055273017836,36,87,270,35,0,1,0,0,0,36.05433248546505,0.0,0,0,270,0,0,1
B-031,Bathroom - Half Bath (2-Wall) - Facing,4,Rectangle,"""0,0 ;
0,87 ;
36,87 ;
36,0 ;
0,0""",78.73623576847777,36.7598241718397,94.10983136536657,30,84,0,24,30,19,28,15,9.0,0.0,28,87,0,30,9,1,36,21,33,0.0,36.7598241718397,36,21,90,35,0,1,0,0,0,78.73623576847777,0.0,0,0,90,0,0,1
B-036,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,102 ;
60,102 ;
60,0 ;
0,0""",101.05340369990951,62.23991162466707,98.85724831269079,30,84,60,3,30,19,28,15,0.0,0.0,28,58,90,30,9,1,30,21,33,0.0,0.0,21,30,0,35,0,1,36,60,15,126.50085795174964,66.0,60,102,0,24,1,0
B-032,Bathroom - Half Bath (2-Wall) - Facing,4,Rectangle,"""0,0 ;
0,87 ;
36,87 ;
36,0 ;
0,0""",85.73046982258703,34.49376709801701,87.21320869287409,30,84,0,33,30,19,28,15,85.73046982258703,0.0,28,28,180,30,9,1,36,21,33,85.73046982258703,66.0,36,87,180,35,0,1,0,0,0,0.0,0.0,0,0,270,0,0,1
B-045,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,102 ;
60,102 ;
60,0 ;
0,0""",97.9516941113503,62.23878746071756,89.94556825698751,30,84,27,102,30,19,28,15,97.9516941113503,44.0,28,63,270,30,9,1,30,21,33,0.0,72.0,21,102,90,35,0,1,36,60,15,28.27863559098426,62.23878746071756,60,36,180,24,1,1
B-020,Bathroom - Half Bath (2-Wall),4,Rectangle,"""0,0 ;
0,66 ;
57,66 ;
57,0 ;
0,0""",69.78252537057034,60.46919296347826,105.43218392620324,30,84,0,33,30,19,28,15,69.78252537057034,0.0,28,28,0,30,9,1,36,21,33,36.0,0.0,57,66,90,35,0,1,0,0,0,0.0,60.46919296347826,0,0,180,0,0,1
B-024,Bathroom - Half Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
66,60 ;
66,0 ;
0,0""",55.45818518511721,69.14918385085737,102.10458004163726,30,84,33,60,30,19,28,15,55.45818518511721,0.0,28,28,180,30,9,1,30,21,33,0.0,0.0,66,21,0,35,0,1,0,0,0,0.0,69.14918385085737,0,0,270,0,0,1
B-044,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,102 ;
60,102 ;
60,0 ;
0,0""",109.72488539351775,54.34030255895314,86.65109783637084,30,84,3,0,30,19,28,15,32.0,0.0,60,58,180,30,9,1,30,21,33,109.72488539351775,0.0,60,30,0,35,0,1,36,60,15,0.0,54.34030255895314,60,102,0,24,1,0
B-028,Bathroom - Half Bath (2-Wall) - Facing,4,Rectangle,"""0,0 ;
0,36 ;
87,36 ;
87,0 ;
0,0""",36.424945688487284,92.37712753616022,99.05506513298914,30,84,24,36,30,19,28,15,36.424945688487284,9.0,28,28,180,30,9,1,36,21,33,36.424945688487284,0.0,87,36,0,35,0,1,0,0,0,32.12417864018623,0.0,0,0,180,0,0,1
B-014,Bathroom - Half Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
66,60 ;
66,0 ;
0,0""",64.46843375660032,60.238220600800794,99.76653442138733,30,84,66,27,30,19,28,15,0.0,0.0,28,28,270,30,9,1,30,21,33,64.46843375660032,0.0,66,21,180,35,0,1,0,0,0,0.0,60.238220600800794,0,0,270,0,0,0
B-016,Bathroom - Half Bath (1-Wall),4,Rectangle,"""0,0 ;
0,66 ;
60,6 ;
60,0 ;
0,0""",62.302000539153475,59.05830211005632,104.34324620436281,30,84,60,33,30,19,28,15,62.302000539153475,9.0,28,28,0,30,9,1,30,21,33,0.0,59.05830211005632,21,66,90,35,0,1,0,0,0,0.0,0.0,0,0,180,0,0,1
B-030,Bathroom - Half Bath (2-Wall) - Facing,4,Rectangle,"""0,0 ;
0,87 ;
36,87 ;
36,0 ;
0,0""",92.87244890335964,38.96413447792695,86.68429004281845,30,84,36,24,30,19,28,15,92.87244890335964,59.0,28,87,270,30,9,1,36,21,33,92.87244890335964,0.0,36,21,270,35,0,1,0,0,0,0.0,38.96413447792695,0,0,180,0,0,1
B-039,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,102 ;
60,102 ;
60,0 ;
0,0""",102.29746101474666,58.669773260461405,98.8224142660255,30,84,0,3,30,19,28,15,32.0,58.669773260461405,60,58,0,30,9,1,30,21,33,102.29746101474666,0.0,60,30,180,35,0,1,36,60,15,102.29746101474666,66.0,60,102,180,24,1,0
B-049,Bathroom - Three-Quarter Bath (2-Wall),4,Rectangle,"""0,0 ;
0,72 ;
100,72 ;
100,0 ;
0,0""",71.57819647657413,98.54350665274461,95.23884925088964,30,84,0,39,30,19,28,15,0.0,45.0,100,64,0,30,9,1,36,21,33,71.57819647657413,0.0,36,21,270,35,0,1,36,60,15,0.0,0.0,100,36,90,24,1,1
B-048,Bathroom - Three-Quarter Bath (2-Wall),4,Rectangle,"""0,0 ;
0,72 ;
100,72 ;
100,0 ;
0,0""",71.56340843173412,97.07696849489017,91.87316736468892,30,84,100,39,30,19,28,15,0.0,97.07696849489017,28,64,90,30,9,1,36,21,33,64.0,0.0,100,21,90,35,0,1,36,60,15,24.292248327831953,97.07696849489017,60,36,90,24,1,1
B-043,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,102 ;
60,102 ;
60,0 ;
0,0""",100.10594912716319,55.720901399512606,89.77711722203614,30,84,27,0,30,19,28,15,0.0,0.0,28,58,0,30,9,1,30,21,33,0.0,55.720901399512606,21,30,270,35,0,1,36,60,15,32.40836075726696,0.0,60,102,0,24,1,1
B-057,Bathroom - Three-Quarter Bath (Wall Facing),6,L-Shaped,"""0,0 ;
96,0 ;
96,60 ;
60,66 ;
60,60 ;
0,66 ;
0,0""",61.445438028602915,101.00178605930329,100.15681616046321,30,84,27,0,30,19,28,15,61.445438028602915,39.0,28,58,0,30,9,1,30,21,33,0.0,101.00178605930329,21,30,270,35,0,1,36,60,15,61.445438028602915,0.0,96,60,90,0,1,1
B-005,Bathroom - Half Bath (2-Wall) - Facing,4,Rectangle,"""0,0 ;
0,36 ;
87,36 ;
87,0 ;
0,0""",37.33601554907544,88.42164829706421,88.04094343842405,30,84,33,0,30,19,28,15,0.0,88.42164829706421,28,28,270,30,9,1,36,21,33,37.33601554907544,0.0,87,36,0,35,0,1,0,0,0,0.0,0.0,0,0,90,0,0,1
B-058,Bathroom - Three-Quarter Bath (Wall Facing),6,L-Shaped,"""0,6 ;
0,66 ;
96,66 ;
96,0 ;
36,0 ;
36,6 ;
0,6""",67.96074548239372,97.26723977537719,103.5641776438082,30,84,39,66,30,19,28,15,68.0,97.26723977537719,96,28,90,30,9,1,30,21,33,75.0,0.0,96,66,0,35,0,1,36,60,15,99.28420311875442,6.0,36,66,180,0,1,1
B-025,Bathroom - Half Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
66,60 ;
66,0 ;
0,0""",54.77451582252619,66.21781440611079,97.58170342332525,30,84,3,60,30,19,28,15,54.77451582252619,0.0,57,28,270,30,9,1,30,21,33,0.0,0.0,30,21,180,35,0,1,0,0,0,0.0,66.21781440611079,0,0,0,0,0,1
B-032,Bathroom - Half Bath (2-Wall) - Facing,4,Rectangle,"""0,0 ;
0,87 ;
36,87 ;
36,0 ;
0,0""",87.81354488348629,38.72033147960746,93.10163026012523,30,84,0,33,30,19,28,15,9.0,0.0,28,28,0,30,9,1,36,21,33,0.0,38.72033147960746,36,87,90,35,0,1,0,0,0,87.81354488348629,0.0,0,0,0,0,0,1
B-025,Bathroom - Half Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
66,60 ;
66,0 ;
0,0""",57.62241868787426,65.92957140191236,87.39251675696923,30,84,3,60,30,19,28,15,38.0,65.92957140191236,57,28,270,30,9,1,30,21,33,0.0,0.0,30,21,270,35,0,1,0,0,0,57.62241868787426,0.0,0,0,90,0,0,1
B-024,Bathroom - Half Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
66,60 ;
66,0 ;
0,0""",55.85961412156189,61.94319347617942,102.9828509477679,30,84,33,60,30,19,28,15,9.0,61.94319347617942,28,28,0,30,9,1,30,21,33,36.0,0.0,66,21,180,35,0,1,0,0,0,31.977140670591204,61.94319347617942,0,0,90,0,0,0
B-042,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
102,60 ;
102,0 ;
0,0""",62.04508175939023,100.58489552734932,87.08077348028584,30,84,102,27,30,19,28,15,44.0,100.58489552734932,63,28,180,30,9,1,30,21,33,62.04508175939023,0.0,102,21,90,35,0,1,36,60,15,0.0,0.0,36,60,90,24,1,1
B-012,Bathroom - Half Bath (1-Wall),4,Rectangle,"""0,0 ;
0,66 ;
60,6 ;
60,0 ;
0,0""",69.484814548709,59.44518445754766,91.88061360692751,30,84,60,3,30,19,28,15,0.0,0.0,28,58,90,30,9,1,30,21,33,69.484814548709,0.0,21,30,0,35,0,1,0,0,0,95.65431895660248,0.0,0,0,0,0,0,1
B-043,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,102 ;
60,102 ;
60,0 ;
0,0""",99.80833138273516,55.286903089487716,100.91925853490746,30,84,27,0,30,19,28,15,99.80833138273516,39.0,28,58,90,30,9,1,30,21,33,99.80833138273516,0.0,21,30,0,35,0,1,36,60,15,99.80833138273516,66.0,60,102,90,24,1,0
B-002,Bathroom - Half Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
66,60 ;
66,0 ;
0,0""",61.596251886551585,64.65994108256184,104.29406670539399,30,84,66,3,30,19,28,15,8.0,0.0,27,60,90,30,9,1,30,21,33,36.0,0.0,66,60,180,35,0,1,0,0,0,31.79742077049285,0.0,0,0,180,0,0,1
B-036,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,102 ;
60,102 ;
60,0 ;
0,0""",112.08520304346048,58.178991519600764,99.32984193812946,30,84,60,3,30,19,28,15,112.08520304346048,39.0,28,58,0,30,9,1,30,21,33,0.0,0.0,21,30,270,35,0,1,36,60,15,39.8645677121163,0.0,60,102,90,24,1,1
B-020,Bathroom - Half Bath (2-Wall),4,Rectangle,"""0,0 ;
0,66 ;
57,66 ;
57,0 ;
0,0""",59.84548222462179,55.94640652888181,88.80302553798128,30,84,0,33,30,19,28,15,59.84548222462179,0.0,28,28,0,30,9,1,36,21,33,59.84548222462179,30.0,57,66,180,35,0,1,0,0,0,87.04499964822928,0.0,0,0,270,0,0,1
B-025,Bathroom - Half Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
66,60 ;
66,0 ;
0,0""",54.10553574044053,66.40906150112113,98.42437486364236,30,84,3,60,30,19,28,15,0.0,0.0,57,28,90,30,9,1,30,21,33,0.0,0.0,30,21,0,35,0,1,0,0,0,87.12613929721448,0.0,0,0,0,0,0,1
B-009,Bathroom - Three-Quarter Bath (2-Wall) - Center,6,L-Shaped,"""0,0 ;
87,0 ;
87,36 ;
66,36 ;
66,72 ;
0,72 ;
0,0""",72.39545131532073,88.18749658658527,93.82027942859332,30,84,33,0,30,19,28,15,0.0,88.18749658658527,28,28,0,30,9,1,36,21,33,72.39545131532073,0.0,87,36,0,35,0,1,36,60,15,29.3933331980236,88.18749658658527,60,72,0,24,1,1
B-030,Bathroom - Half Bath (2-Wall) - Facing,4,Rectangle,"""0,0 ;
0,87 ;
36,87 ;
36,0 ;
0,0""",92.77756772874052,34.19213244636331,101.11559307213585,30,84,36,24,30,19,28,15,92.77756772874052,59.0,28,87,0,30,9,1,36,21,33,0.0,34.19213244636331,36,21,0,35,0,1,0,0,0,0.0,0.0,0,0,270,0,0,1
B-046,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,102 ;
60,102 ;
60,0 ;
0,0""",98.4834326286457,61.08714650154458,92.70238826547167,30,84,3,102,30,19,28,15,98.4834326286457,44.0,60,63,90,30,9,1,30,21,33,98.4834326286457,72.0,60,102,90,35,0,1,36,60,15,0.0,61.08714650154458,60,36,90,24,1,0
B-050,Bathroom - Three-Quarter Bath (2-Wall),4,Rectangle,"""0,0 ;
0,100 ;
72,100 ;
72,0 ;
0,0""",98.53533561534759,69.85806772991167,87.86553768596798,30,84,3,0,30,19,28,15,9.0,0.0,28,100,270,30,9,1,36,21,33,0.0,0.0,72,36,90,35,0,1,36,60,15,68.41749927021559,69.85806772991167,72,100,90,24,1,0
B-012,Bathroom - Half Bath (1-Wall),4,Rectangle,"""0,0 ;
0,66 ;
60,6 ;
60,0 ;
0,0""",68.76519045135258,58.271822895973116,88.98848593390582,30,84,60,3,30,19,28,15,0.0,0.0,28,58,0,30,9,1,30,21,33,0.0,0.0,21,30,270,35,0,1,0,0,0,82.72047368005744,0.0,0,0,90,0,0,0
B-051,Bathroom - Three-Quarter Bath (2-Wall),4,Rectangle,"""0,0 ;
0,100 ;
72,100 ;
72,0 ;
0,0""",97.01694985683652,68.2811461021157,94.40497085557834,30,84,39,0,30,19,28,15,97.01694985683652,72.0,64,100,0,30,9,1,36,21,33,0.0,0.0,21,36,180,35,0,1,36,60,15,29.21136788898596,0.0,36,100,180,24,1,1
B-010,Bathroom - Three-Quarter Bath (Wall Facing),6,L-Shaped,"""0,0 ;
96,0 ;
96,66 ;
36,66 ;
36,60 ;
0,60 ;
0,0""",61.51271795720175,105.32110072453719,103.26053398185473,30,84,39,0,30,19,28,15,0.0,38.0,96,57,180,30,9,1,30,21,33,0.0,0.0,96,30,270,35,0,1,36,60,15,30.654732385825664,0.0,36,60,270,0,1,1
B-057,Bathroom - Three-Quarter Bath (Wall Facing),6,L-Shaped,"""0,0 ;
96,0 ;
96,60 ;
60,66 ;
60,60 ;
0,66 ;
0,0""",68.4685759773783,94.90107814564942,103.470470239571,30,84,27,0,30,19,28,15,68.4685759773783,39.0,28,58,180,30,9,1,30,21,33,0.0,0.0,21,30,270,35,0,1,36,60,15,34.92239881831473,0.0,96,60,0,0,1,1
B-047,Bathroom - Three-Quarter Bath (2-Wall),4,Rectangle,"""0,0 ;
0,72 ;
100,72 ;
100,0 ;
0,0""",75.08173767918265,98.39875998857795,100.34225710001118,30,84,0,3,30,19,28,15,72.0,0.0,100,28,90,30,9,1,36,21,33,0.0,0.0,36,72,0,35,0,1,36,60,15,40.0,0.0,100,72,180,24,1,1
B-029,Bathroom - Half Bath (2-Wall) - Facing,4,Rectangle,"""0,0 ;
0,87 ;
36,87 ;
36,0 ;
0,0""",94.51776369508383,35.53953116391293,94.718910367895,30,84,36,33,30,19,28,15,9.0,35.53953116391293,28,28,270,30,9,1,36,21,33,0.0,0.0,36,87,270,35,0,1,0,0,0,94.51776369508383,0.0,0,0,270,0,0,0
B-058,Bathroom - Three-Quarter Bath (Wall Facing),6,L-Shaped,"""0,6 ;
0,66 ;
96,66 ;
96,0 ;
36,0 ;
36,6 ;
0,6""",64.16576390116765,101.14791882826249,97.28674037153004,30,84,39,66,30,19,28,15,68.0,101.14791882826249,96,28,0,30,9,1,30,21,33,64.16576390116765,36.0,96,66,180,35,0,1,36,60,15,64.16576390116765,6.0,36,66,180,0,1,1
B-049,Bathroom - Three-Quarter Bath (2-Wall),4,Rectangle,"""0,0 ;
0,72 ;
100,72 ;
100,0 ;
0,0""",75.58840651408299,100.46771067701465,98.81880764960587,30,84,0,39,30,19,28,15,72.0,100.46771067701465,100,64,0,30,9,1,36,21,33,0.0,0.0,36,21,180,35,0,1,36,60,15,75.58840651408299,0.0,100,36,90,24,1,1
B-026,Bathroom - Half Bath (2-Wall) - Facing,4,Rectangle,"""0,0 ;
0,36 ;
87,36 ;
87,0 ;
0,0""",33.93314652328951,84.57998704477691,93.43803680000357,30,84,24,0,30,19,28,15,0.0,9.0,87,28,0,30,9,1,36,21,33,0.0,84.57998704477691,21,36,90,35,0,1,0,0,0,29.722612772114214,84.57998704477691,0,0,270,0,0,1
B-032,Bathroom - Half Bath (2-Wall) - Facing,4,Rectangle,"""0,0 ;
0,87 ;
36,87 ;
36,0 ;
0,0""",85.0042427872263,33.56854055011843,96.30981168490399,30,84,0,33,30,19,28,15,0.0,0.0,28,28,0,30,9,1,36,21,33,0.0,33.56854055011843,36,87,90,35,0,1,0,0,0,85.0042427872263,0.0,0,0,0,0,0,1
B-036,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,102 ;
60,102 ;
60,0 ;
0,0""",101.63014340903266,64.41297880188795,87.66852251417353,30,84,60,3,30,19,28,15,0.0,64.41297880188795,28,58,0,30,9,1,30,21,33,101.63014340903266,0.0,21,30,180,35,0,1,36,60,15,25.56304633544724,64.41297880188795,60,102,180,24,1,0
B-046,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,102 ;
60,102 ;
60,0 ;
0,0""",99.10921069660057,61.311096442369326,97.76158375376463,30,84,3,102,30,19,28,15,0.0,44.0,60,63,180,30,9,1,30,21,33,39.0,0.0,60,102,270,35,0,1,36,60,15,25.722374600349532,61.311096442369326,60,36,90,24,1,1
B-006,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
102,60 ;
102,0 ;
0,0""",59.881246423917936,106.08968108575324,102.7738515041474,30,84,3,0,30,19,28,15,0.0,32.0,59,60,270,30,9,1,30,21,33,59.881246423917936,39.0,30,60,270,35,0,1,36,60,15,59.881246423917936,0.0,102,60,270,24,1,1
B-057,Bathroom - Three-Quarter Bath (Wall Facing),6,L-Shaped,"""0,0 ;
96,0 ;
96,60 ;
60,66 ;
60,60 ;
0,66 ;
0,0""",72.48444794321087,100.47832534468026,95.51299075512284,30,84,27,0,30,19,28,15,0.0,0.0,28,58,180,30,9,1,30,21,33,0.0,0.0,21,30,180,35,0,1,36,60,15,89.81582892878792,0.0,96,60,90,0,1,1
B-007,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
102,60 ;
102,0 ;
0,0""",65.60456940355073,102.8406579557181,104.07983557868397,30,84,0,3,30,19,28,15,0.0,32.0,59,60,180,30,9,1,30,21,33,65.60456940355073,39.0,30,60,90,35,0,1,36,60,15,66.0,0.0,102,60,90,24,1,1
B-033,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
102,60 ;
102,0 ;
0,0""",57.68044504769925,110.19701801915333,95.04720729551883,30,84,69,0,30,19,28,15,44.0,0.0,63,60,0,30,9,1,30,21,33,72.0,110.19701801915333,102,60,270,35,0,1,36,60,15,0.0,0.0,36,60,0,24,1,1
B-004,Bathroom - Half Bath (2-Wall),4,Rectangle,"""0,0 ;
0,57 ;
66,57 ;
66,0 ;
0,0""",56.339601936867425,63.9692536409863,93.8713068392143,30,84,66,3,30,19,28,15,56.339601936867425,9.0,28,28,0,30,9,1,36,21,33,0.0,36.0,66,57,0,35,0,1,0,0,0,89.27801509497706,0.0,0,0,270,0,0,1
B-034,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
102,60 ;
102,0 ;
0,0""",59.35426657608793,101.1477151123077,96.91900618873058,30,84,3,60,30,19,28,15,39.0,0.0,58,28,90,30,9,1,30,21,33,0.0,0.0,30,21,180,35,0,1,36,60,15,59.35426657608793,0.0,102,60,180,24,1,1
B-053,Bathroom - Three-Quarter Bath (2-Wall),4,Rectangle,"""0,0 ;
0,100 ;
72,100 ;
72,0 ;
0,0""",95.64209897866829,75.64393560506674,93.5700215107517,30,84,3,100,30,19,28,15,95.64209897866829,0.0,28,28,0,30,9,1,36,21,33,51.0,75.64393560506674,72,100,270,35,0,1,36,60,15,127.27597522834432,0.0,72,60,180,24,1,1
B-039,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,102 ;
60,102 ;
60,0 ;
0,0""",102.53889713919355,54.42048448633271,96.15725653767552,30,84,0,3,30,19,28,15,32.0,0.0,60,58,270,30,9,1,30,21,33,39.0,54.42048448633271,60,30,270,35,0,1,36,60,15,0.0,54.42048448633271,60,102,0,24,1,1
B-022,Bathroom - Half Bath (2-Wall),4,Rectangle,"""0,0 ;
0,66 ;
57,66 ;
57,0 ;
0,0""",64.63018962858514,53.95584937324113,91.24578427471482,30,84,57,3,30,19,28,15,64.63018962858514,38.0,48,66,90,30,9,1,36,21,33,0.0,0.0,21,36,270,35,0,1,0,0,0,64.63018962858514,0.0,0,0,180,0,0,1
B-009,Bathroom - Three-Quarter Bath (2-Wall) - Center,6,L-Shaped,"""0,0 ;
87,0 ;
87,36 ;
66,36 ;
66,72 ;
0,72 ;
0,0""",65.9408283128985,80.78998891429407,93.87154191710886,30,84,33,0,30,19,28,15,0.0,80.78998891429407,28,28,270,30,9,1,36,21,33,66.0,80.78998891429407,87,36,90,35,0,1,36,60,15,65.9408283128985,36.0,60,72,0,24,1,1
B-019,Bathroom - Half Bath (2-Wall),4,Rectangle,"""0,0 ;
0,57 ;
66,57 ;
66,0 ;
0,0""",51.663876341588434,65.00144991315942,97.0210156350692,30,84,3,57,30,19,28,15,38.0,65.00144991315942,66,49,270,30,9,1,36,21,33,0.0,65.00144991315942,36,21,90,35,0,1,0,0,0,51.663876341588434,0.0,0,0,180,0,0,1
B-037,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,102 ;
60,102 ;
60,0 ;
0,0""",102.9620933670925,55.33171011711952,96.0890979133126,30,84,60,69,30,19,28,15,102.9620933670925,45.0,28,64,180,30,9,1,30,21,33,0.0,55.33171011711952,21,102,90,35,0,1,36,60,15,0.0,0.0,60,36,0,24,1,1
B-002,Bathroom - Half Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
66,60 ;
66,0 ;
0,0""",65.39518811304423,63.608523077977395,95.46563973501446,30,84,66,3,30,19,28,15,0.0,32.0,27,60,270,30,9,1,30,21,33,0.0,39.0,66,60,270,35,0,1,0,0,0,28.816163809569517,0.0,0,0,90,0,0,1
B-039,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,102 ;
60,102 ;
60,0 ;
0,0""",94.6115723510656,61.86613387388472,89.96222525427946,30,84,0,3,30,19,28,15,32.0,0.0,60,58,0,30,9,1,30,21,33,94.6115723510656,0.0,60,30,180,35,0,1,36,60,15,0.0,61.86613387388472,60,102,0,24,1,1
B-001,Bathroom - Half Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
66,60 ;
66,0 ;
0,0""",58.847532969216914,67.23584553631567,93.89204243089803,30,84,30,0,30,19,28,15,58.847532969216914,32.0,27,60,0,30,9,1,30,21,33,0.0,39.0,66,60,270,35,0,1,0,0,0,58.847532969216914,0.0,0,0,0,0,0,1
